prefix,publisher,journals,dois
10.3323,"Japan Society of Corrosion Engineering",2,515
10.2745,"Japan Society of Drug Delivery System",1,1131
10.2526,"Japan Society of Electrical Machining Engineers",1,508
10.5110,"Japan Society of Engineering Geology",1,1249
10.4263,"Japan Society of Engineering Geology",2,1112
10.1294,"Japan Society of Equine Science",1,279
10.13101,"Japan Society of Erosion Control Engineering",0,0
10.4234,"Japan Society of Family Sociology",1,883
10.6010,"Japan Society of Geoinformatics",1,160
10.4107,"Japan Society of Gymnastics for All",1,13
10.5180,"Japan Society of Gynecologic and Obstetric Endoscopy and Minimally Invasive Therapy",1,1581
10.7143,"Japan Society of Health Evaluation and Promiotion",3,2997
10.9759,"Japan Society of Health Promotion and Physical Therapy",1,38
10.7223,"Japan Society of Health Support Science",1,74
10.1267,"Japan Society of Histochemistry and Cytochemistry",2,2577
10.5332,"Japan Society of Human Growth and Development",1,365
10.3178,"Japan Society of Hydrology and Water Resources",3,1389
10.5648,"Japan Society of Immunology. and Allergology in Otolaryngology",1,25
10.2964,"Japan Society of Information and Knowledge",1,317
10.4010,"Japan Society of Lipid Nutrition",1,281
10.5844,"Japan Society of Marketing and Distribution",1,129
10.7601,"Japan Society of Medical Entomology an Zoology",1,107
10.3175,"Japan Society of Molecular Science",1,58
10.2534,"Japan Society of Naval Architects and Ocean Engineers",4,5429
10.2132,"Japan Society of Personality Psychology",1,334
10.4287,"Japan Society of Photogrammetry and Remote Sensing",2,2324
10.5432,"Japan Society of Physical Education, Health and Sport Sciences",2,572
10.2114,"Japan Society of Physiological Anthropology",3,896
10.1585,"Japan Society of Plasma Science and Nuclear Fusion Research",3,3054
10.2497,"Japan Society of Powder and Powder Metallurgy",1,6122
10.7878,"Japan Society of Sarcoidosis and other Granulomatous Disorders",1,99
10.5109,"Japan Society of Ski Sciences",0,0
10.1540,"Japan Society of Smooth Muscle Research",4,1066
10.7192,"Japan Society of Sport Anthropology",1,48
10.5987,"Japan Society of Sport Sociology",1,128
10.5997,"Japan Society of Sports Industry",1,211
10.5346,"Japan Society of Spring Engineers",1,792
10.7329,"Japan Society of Stomato-pharyngology",0,0
10.2963,"Japan Society of Thermophysical Properties",1,343
10.3925,"Japan Society of Transfusion Medicine and Cell Therapy",2,2090
10.3985,"Japan Society of Waste Management Experts",4,1576
10.2965,"Japan Society on Water Environment",3,2836
10.3995,"Japan Stroke Society",1,2497
10.3919,"Japan Surgical Association",2,17796
10.2524,"Japan Technical Association of the Pulp and Paper Industry",2,8694
10.12951,"Japan Veterinary Cancer Society",1,63
10.12935,"Japan Veterinary Medical Association",1,22
10.2207,"Japan Welding Society",3,7663
10.5990,"Japan Wood Preserving Association",1,1131
10.7792,"Japanee Society of Limb Salvage and Podiatric Medicine",1,37
10.3893,"Japanese Association for Acute Medicine",1,1441
10.2995,"Japanese Association for Chest Surgery",1,2614
10.1538,"Japanese Association for Laboratory Animal Science",3,1510
10.2330,"Japanese Association for Oral Biology",2,2346
10.3720,"Japanese Association for Petroleum Engineers",1,3108
10.9747,"Japanese Association for Rural Studies",1,104
10.5823,"Japanese Association for Russian and East European Studies",3,473
10.5225,"Japanese Association for Sport Management",1,47
10.11154,"Japanese Association for the Study of Pain",1,17
10.4063,"Japanese Association of Electoral Studies",0,0
10.3408,"Japanese Association of Forensic Science and Technology",2,298
10.5917,"Japanese Association of Groundwater Hyrdology",1,129
10.4145,"Japanese Association of Hydrological Sciences",1,91
10.4259,"Japanese Association of Indian and Buddhist Studies",1,11005
10.3363,"Japanese Association of Inorganic Phosphorus Chemistry",1,141
10.2520,"Japanese Association of Mycotoxicology",1,203
10.11596,"Japanese Association of Occupational Therapists",1,33
10.7877,"Japanese Association of Sign Linguistics",1,19
10.6012,"Japanese Association of Water Resources and Environment",1,192
10.2325,"Japanese Breast Cancer Society",0,0
10.4030,"Japanese College of Surgeons",1,762
10.3755,"Japanese Coral Reef Society",2,210
10.6059,"Japanese Economic Association",0,0
10.7571,"Japanese Educational Research Association",0,0
10.2198,"Japanese Electrophoresis Society",2,1902
10.2130,"Japanese Group Dynamics Association",1,746
10.4020,"Japanese Heart Rhythm Society",0,0
10.5632,"Japanese Institute of Landscape Architecture",4,3896
10.5025,"Japanese Leprosy Association",1,606
10.3902,"Japanese Neural Network Society",1,833
10.1298,"Japanese Physical Therapy Association",1,69
10.7218,"Japanese Political Science Association",1,86
10.5986,"Japanese Research Association for Food Irradiation",1,352
10.3412,"Japanese Society for Bacteriology",2,5505
10.2187,"Japanese Society for Biological Sciences in Space",0,0
10.1625,"Japanese Society for Complementary & Alternative Medicine",1,173
10.5834,"Japanese Society for Dental Health",1,1122
10.4012,"Japanese Society for Dental Materials and Devices",1,1662
10.4009,"Japanese Society for Dialysis Therapy",2,4921
10.4307,"Japanese Society for Engineering Education",1,2402
10.3118,"Japanese Society for Extremophiles",1,90
10.3358,"Japanese Society for Food Hygiene and Safety",1,3730
10.3136,"Japanese Society for Food Science and Technology",5,8310
10.12667,"Japanese Society for Histocompatibility and Immunogenetics",1,3
10.1265,"Japanese Society for Hygiene",1,2287
10.12937,"Japanese Society for Information and Systems in Education",1,13
10.5984,"Japanese Society for Laser Dentistry",1,292
10.3960,"Japanese Society for Lymphoreticular Tissue Research",3,1238
10.2463,"Japanese Society for Magnetic Resonance in Medicine",1,369
10.5181,"Japanese Society for Mastication Science",0,0
10.7876,"Japanese Society for Medical Virtual Reality",1,2
10.2512,"Japanese Society for Palliative Medicine",1,167
10.3820,"Japanese Society for Pharmacoepidemiology",1,66
10.5674,"Japanese Society for Physiological Psychology and Psychophysiology",1,76
10.5511,"Japanese Society for Plant Cell and Molecular Biology",2,1844
10.3117,"Japanese Society for Root Research",2,298
10.9763,"Japanese Society for Sensory Evaluation",1,31
10.11638,"Japanese Society for Surgical Metabolism and Nutrition",1,13
10.7141,"Japanese Society for Theatre Research, Comparative Theatre Section",1,40
10.3191,"Japanese Society for Thermal Medicine",1,97
10.2133,"Japanese Society for the Study of Xenobiotics",1,2428
10.2525,"Japanese Society of Agricultural, Biological and Environmental Engineers and Scientists",4,1885
10.2332,"Japanese Society of Allergology",1,883
10.5924,"Japanese Society of Animal Breeding and Genetics",2,541
10.1262,"Japanese Society of Animal Reproduction",2,3061
10.2508,"Japanese Society of Animal Science",1,6036
10.3793,"Japanese Society of Anti-Aging Medicine",1,87
10.1303,"Japanese Society of Applied Entomology & Zoology",2,3525
10.5023,"Japanese Society of Applied Statistics",1,402
10.1270,"Japanese Society of Breeding",3,3268
10.3999,"Japanese Society of Clinical Pharmacology and Therapeutics",1,7028
10.5183,"Japanese Society of Computational Statistics",1,11
10.2303,"Japanese Society of Echocardiography",1,115
10.4058,"Japanese Society of Environmental Infections",1,277
10.3387,"Japanese Society of Eucommia",1,28
10.4035,"Japanese Society of Farm Work Research",1,1037
10.5803,"Japanese Society of Food Microbiology",1,312
10.6032,"Japanese Society of Gout and Nucleic Acid Metabolism",1,98
10.1618,"Japanese Society of Human-Environment",1,98
10.1291,"Japanese Society of Hypertension",0,0
10.5609,"Japanese Society of Insurance Sciene",1,257
10.3918,"Japanese Society of Intensive Care Medicine",1,1555
10.2169,"Japanese Society of Internal Medicine",3,24144
10.5927,"Japanese Society of Jaw Deformities",1,755
10.4286,"Japanese Society of Medical Instrumentation",1,128
10.1264,"Japanese Society of Microbial Ecology",2,862
10.7221,"Japanese Society of Nephrology",0,0
10.4327,"Japanese Society of Nutrition and Food Science",3,3889
10.6014,"Japanese Society of Oral Medicine",2,42
10.5794,"Japanese Society of Oral and Maxillofacial Surgeons",2,8070
10.3388,"Japanese Society of Pediatric Allergy and Clinical Immunology",1,1285
10.5701,"Japanese Society of Pediatric Pulmonology",1,507
10.5649,"Japanese Society of Pharmaceutical Health Care and Sciences",2,2894
10.7134,"Japanese Society of Phlebology",1,62
10.12950,"Japanese Society of Radiation Safety Management",1,21
10.6009,"Japanese Society of Radiological Technology",1,1381
10.2479,"Japanese Society of Sciences in Swimming and Water Exercise",1,47
10.3373,"Japanese Society of Service Dog Research",1,36
10.11595,"Japanese Society of Sheep Science",1,4
10.5331,"Japanese Society of Snow and Ice",3,1616
10.2531,"Japanese Society of Spinal Surgery",1,106
10.7219,"Japanese Society of Sport Education",1,310
10.4146,"Japanese Society of Sport Psychology",1,38
10.7144,"Japanese Society of Stomatognathic Function",2,836
10.12782,"Japanese Society of Systematic Zoology",1,37
10.5979,"Japanese Society of Tea Science and Technology",1,1378
10.2131,"Japanese Society of Toxicology",1,2153
10.2474,"Japanese Society of Tribologists",1,324
10.2149,"Japanese Society of Tropical Medicine",2,809
10.2327,"Japanese Society of Veterinary Anesthesia and Surgery",2,679
10.4190,"Japanese Society of Veterinary Clinics",3,383
10.2736,"Japanese Society of Veterinary Dermatology",1,238
10.1292,"Japanese Society of Veterinary Science",7,14569
10.2521,"Japanese Society of Water Treatment Biology",1,665
10.5686,"Japanese Society of Zoo and Wildlife Medicine",1,34
10.5980,"Japanese Urological Association",1,123
10.5629,"Japanische Hegel-Gesellschaft",1,186
10.5005,"Jaypee Brothers Medical Publishing",31,3284
10.11124,"Joanna Briggs Institute",0,0
10.1075,"John Benjamins Publishing Company",62,19804
10.3927,"John Rylands University Library",0,0
10.9745,"Johns Hopkins Bloomberg School of Public Health, CEnter for Communication Programs",1,19
10.2189,"Johnson Graduate School of Management, Cornell University",0,0
10.1595,"Johnson Matthey",1,448
10.2223,"Jornal de Pediatra/FSBP",4,2235
10.9761,"Journal of Academic Social Science Studies",1,699
10.3894,"Journal of Advances in Modeling Earth Systems",0,0
10.13002,"Journal of Agricultural Faculty of Gaziosmanpasa University",1,10
10.7865,"Journal of Agronomic Sciences",0,0
10.7155,"Journal of Algorithms and Applications",1,295
10.12978,"Journal of Analytic Theology",0,0
10.5768,"Journal of Applied Optics",0,0
10.7324,"Journal of Applied Pharmacuetical Science",1,360
10.4085,"Journal of Athletic Training/NATA",1,369
10.5608,"Journal of Athletic Training/NATA Athletic Training Education Journal",1,9
10.7555,"Journal of Biomedical Research",1,77
10.2106,"Journal of Bone and Joint Surgery",9,5127
10.5513,"Journal of Central European Agriculture",1,232
10.3736,"Journal of Chinese Integrative Medicine Press",2,1915
10.5246,"Journal of Chinese Pharmaceutical Sciences",1,254
10.4328,"Journal of Clinical and Analytical Medicine",1,331
10.13074,"Journal of Environmental Nanotechnology",1,5
10.5085,"Journal of Forensic Economics",1,599
10.4309,"Journal of Gambling Issues",1,361
10.4300,"Journal of Graduate Medical Education",1,89
10.5508,"Journal of Hebrew Scriptures",1,639
10.1369,"Journal of Histochemistry & Cytochemistry",1,50
10.4100,"Journal of Human Sport and Exercise",1,284
10.5898,"Journal of Human-Robot Interaction",1,33
10.5272,"Journal of IMAB",1,303
10.3855,"Journal of Infection in Developing Countries",1,775
10.5249,"Journal of Injury and Violence Research",1,97
10.12976,"Journal of Insect Biodiversity",1,8
10.5595,"Journal of Integrated Disaster Risk Management",0,0
10.5191,"Journal of International Agricultural and Extension Education",1,328
10.11142,"Journal of International Conference on Electrical Machines and Systems",1,18
10.5634,"Journal of Internet Technology",0,0
10.12806,"Journal of Leadership Education",1,8
10.12929,"Journal of Literature and Science",1,64
10.4115,"Journal of Logic and Analysis",1,57
10.1357,"Journal of Marine Research/Yale",1,1177
10.7309,"Journal of Mobile Technology in Medicine",1,87
10.7709,"Journal of Negro Education",1,13
10.3171,"Journal of Neurosurgery Publishing Group",4,26611
10.13178,"Journal of Nursing Practice Applications and Reviews of Research",0,0
10.5602,"Journal of Orofacial and Health Science",1,1
10.2519,"Journal of Orthopaedic & Sports Physical Therapy",1,1025
10.7157,"Journal of Parkinsonism and RLS",2,18
10.13176,"Journal of Pattern Recognition Research",1,77
10.7246,"Journal of Peace, Conflict and Development",1,36
10.7132,"Journal of Rainwater Catchment Systems",1,5
10.1682,"Journal of Rehabilitation Research & Development",1,1184
10.5427,"Journal of Singularities",1,80
10.5276,"Journal of Solid Waste Technology and Management",1,120
10.5311,"Journal of Spatial Information Science",1,43
10.5400,"Journal of Tropical Soils",1,102
10.7247,"Journal of Turgut Ozal Medical Center",1,112
10.7827,"Journal of Turkish Studies",1,2513
10.4090,"Journal of Urban and Environmental Engineering",1,88
10.1631,"Journal of Zhejiang University Science",3,3919
10.5132,"Journal of the Brazilian Society of Ecotoxicology",1,186
10.7438,"Jurnalul de Chirurgie Journal of Surgery",1,29
10.7573,"Just Medical Media, Ltd.",1,51
10.3818,"Justice Research & Statistics Association",1,131
10.1633,KISTI,2,373
10.5959,"KKMed Publications",1,104
10.7305,KOREMA,1,89
10.9775,"Kafkas University",1,423
10.2317,"Kansas Entomological Society",1,443
10.5690,"Kantoh Sociological Society",1,407
10.7596,"Karabuk University",1,114
10.12787,"Karadeniz Arastirmalari Merkezi",1,24
10.7885,"Kennesaw State University, Horace W. Sturgis Library",1,68
10.5782,"Khazar University Press",1,59
10.4197,"King Abdulaziz University Scientific Publishing Centre",11,3163
10.5144,"King Faisal Specialist Hospital and Research Centre",1,24
10.2974,"Kitakanto Medical Society",1,3822
10.13079,"Klaipeda University",0,0
10.7187,"Kolej Islam Darul Ridzuan",1,39
10.12740,"Komitet Redakcyjno - Wydawniczy Polskiego Towarzystwa Psychiatrycznego",0,0
10.5355,"Korea Basic Science Institute",1,111
10.4334,"Korea Concrete Institute",2,1205
10.13106,"Korea Distribution Science Association",1,18
10.7583,"Korea Game Society",1,77
10.5808,"Korea Genome Organization",1,200
10.3745,"Korea Information Processing Society",8,3874
10.7840,"Korea Information and Communications Society",1,978
10.11644,"Korea Institute for International Economic Policy",1,87
10.11112,"Korea Institute for Structural Maintenance Inspection",1,65
10.5718,"Korea Institute of Child Care and Education",0,0
10.12813,"Korea Institute of Ecological Architecture and Environment",0,0
10.7731,"Korea Institute of Fire Science and Engineering",1,115
10.13089,"Korea Institute of Information Security and Cryptology",0,0
10.13088,"Korea Intelligent Information System Society",0,0
10.9717,"Korea Multimedia Society",1,209
10.4217,"Korea Ocean Research and Development Institute",1,515
10.12812,"Korea Safety Management and Science",1,69
10.6112,"Korea Society of Computational Fluids Engineering",1,125
